RowNumber,CustomerId,Surname,credit_score,Geography,Gender,Age,loan_age_years,outstanding_loan_balance,num_bank_products,has_credit_card,online_banking_active,annual_income,churned,monthly_income,estimated_property_value,ltv_ratio,payment_to_income_ratio,risk_score,balance_per_product
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,3393.4366666666665,142524.34,0.0,0.0,0.1330909090909091,0.0
170,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,4427.858333333334,185970.05000000002,0.3115007497174948,0.05451263120056159,0.2319858324572351,28964.905
171,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,13668.157500000001,574062.615,0.22665539716429714,0.03966469450375199,0.3460778456822329,130114.39
172,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,12999.746666666666,545989.36,0.17550981213260275,0.030714217123205483,0.22332175423128792,47913.245
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,456.05833333333334,19154.45,1.5,1.184137354505089,1.0743321154424357,129608.57
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,9348.925833333333,392654.885,0.43158024125944594,0.07552654222040305,0.3499502168621365,169462.09
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,12204.819166666666,512602.40499999997,0.0,0.0,0.24581818181818182,0.0
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,2273.8416666666667,95501.34999999999,1.4017415460619143,0.24530477056083502,0.760295713168643,133868.21
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,10879.455833333333,456937.145,0.0,0.0,0.24727272727272728,0.0
178,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,14945.990833333335,627731.615,0.30344095382227965,0.05310216691889892,0.28441748167689906,95239.74
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,7897.843333333333,331709.42,0.30747730950782165,0.05380852916386879,0.29238575160150715,101993.12
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,673.4041666666667,28282.975000000002,1.5,0.9999493246378784,0.8198029792095453,161608.81
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,1623.5416666666667,68188.75,1.5,0.31390019248043116,0.5441700577441293,122311.21
182,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,4005.9675,168250.635,0.0,0.0,0.24727272727272728,0.0
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,14544.2725,610859.445,0.2654463663077192,0.04645311410385085,0.14593348048710736,81075.21
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,4622.565,194147.72999999998,0.0,0.0,0.15563636363636366,0.0
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,712.2391666666667,29914.045000000002,0.0,0.0,0.03345454545454545,0.0
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,7988.098333333332,335500.13,0.0,0.0,0.2443636363636364,0.0
187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,16245.483333333332,682310.2999999999,0.14511091214657026,0.0253944096256498,0.1384243238043933,99010.67
188,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,10960.143333333333,460326.02,0.0,0.0,0.2363636363636364,0.0
189,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,16342.375833333334,686379.785,0.0,0.0,0.1701818181818182,0.0
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,12380.396666666667,519976.66000000003,0.2142176535385261,0.03748808936924207,0.19405717741778503,55694.09
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,7748.550833333334,325439.135,0.17273537185378765,0.030228690074412843,0.1590710367602783,28107.425
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,1472.9466666666667,61863.76,1.3631206703245973,0.23854611730680447,0.7263182181076023,42163.885
193,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,9583.035833333333,402487.505,0.0,0.0,0.26981818181818185,0.0
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,7246.451666666667,304350.97,0.30561062447082066,0.053481859282393615,0.28881865421687336,93012.89
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,10673.15,448272.3,0.13766284465937334,0.024090997815390338,0.2448897891060655,30855.22
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,50.03,2101.26,1.5,2.0,1.0812727272727272,174790.15
197,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,3583.455,150505.11,0.0,0.0,0.1701818181818182,0.0
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,13215.926666666666,555068.9199999999,0.19406714395034047,0.03396175019130958,0.16222685006067683,107720.64
199,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,3987.2658333333334,167465.165,0.0,0.0,0.25381818181818183,0.0
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,874.0366666666667,36709.54,1.5,0.45966721457147103,0.8271728916441685,96423.84
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,498.18333333333334,20923.7,1.5,1.1796193670335555,0.8038858101100665,141040.01
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,10117.421666666667,424931.70999999996,0.24808734561136894,0.043415285481989564,0.15363260750982574,105420.18
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,12178.8275,511510.755,0.0,0.0,0.24290909090909094,0.0
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1197.905,50312.01,1.5,0.44877675330403216,0.6857239350821187,64511.03
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,7889.230833333334,331347.695,0.5331759437771251,0.09330579016099688,0.4337627019996184,176666.62
206,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,14972.525833333333,628846.085,0.0,0.0,0.21818181818181817,0.0
207,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,16608.728333333333,697566.59,0.1286813922667942,0.02251924364668899,0.22136019077404495,89763.84
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,12662.865833333335,531840.365,0.25375007028659813,0.04440626230015467,0.25817417250329855,134954.53
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,11876.125,498797.25,0.0,0.0,0.15054545454545454,0.0
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,13188.718333333332,553926.1699999999,0.19204156756125101,0.03360727432321893,0.19787647074715914,106376.85
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,14115.158333333333,592836.65,0.2729497914813465,0.04776621350923565,0.21330571058808373,80907.32
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,14159.585,594702.57,0.0,0.0,0.17963636363636365,0.0
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,7404.3725,310983.645,0.0,0.0,0.16727272727272727,0.0
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,3387.150833333333,142260.335,0.4435179349184016,0.07761563861072027,0.28288552660419103,63095.01
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,5035.608333333334,211495.55000000002,0.5592884105599384,0.09787547184798924,0.3993309829041965,59143.505
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,13163.251666666665,552856.57,0.19327654910567493,0.03382339609349312,0.2004936199233868,106854.21
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,11083.945,465525.69,0.10635836230649269,0.018612713403636225,0.1502185954403114,49512.55
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,14714.718333333332,618018.1699999999,0.0,0.0,0.08727272727272728,0.0
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,2907.3366666666666,122108.14,0.8664395346616532,0.15162691856578933,0.33669266324096003,52899.66
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,2394.8091666666664,100581.985,0.0,0.0,0.18763636363636366,0.0
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,8181.547500000001,343624.995,0.33385828059451844,0.05842519910404074,0.20786686209138594,57361.025
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,10417.52,437535.84,0.0,0.0,0.2443636363636364,0.0
223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,13998.717499999999,587946.135,0.0,0.0,0.20581818181818182,0.0
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,405.1433333333334,17016.02,0.0,0.0,0.0,0.0
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,9072.704166666666,381053.575,0.2612866707785119,0.04572516738623959,0.22228536963124362,99564.22
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,16521.073333333334,693885.0800000001,0.24580137967514734,0.04301524144315079,0.21755407724458037,85278.955
227,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,2246.6925,94361.085,0.0,0.0,0.11345454545454546,0.0
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,7145.543333333334,300112.82,0.2485603580680092,0.043498062661901614,0.3079811625826096,24865.38333333333
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,6433.854166666667,270221.875,0.35855124608250166,0.06274646806443779,0.19838931424408182,96888.39
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,5087.3775,213669.85499999998,0.6123007852464729,0.10715263741813277,0.40201784498119986,130830.22
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,9331.765833333333,391934.16500000004,0.0,0.0,0.12872727272727275,0.0
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,5186.05,217814.1,0.0,0.0,0.17454545454545456,0.0
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,13008.7525,546367.605,0.0,0.0,0.24581818181818182,0.0
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,12511.281666666668,525473.8300000001,0.2278215263355741,0.03986876710872547,0.14067072439692624,59857.125
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,7762.175833333334,326011.385,0.3496165325637324,0.06118289319865317,0.3159671004559884,56989.485
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,2788.5783333333334,117120.29000000001,0.8551955429755168,0.14965922002071547,0.36472915617159696,100160.75
237,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,12031.25,505312.5,0.0,0.0,0.10036363636363638,0.0
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,4650.33,195313.86,0.5950448165839332,0.10413284290218831,0.4359351160276546,38740.166666666664
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,7420.705000000001,311669.61000000004,0.0,0.0,0.13236363636363638,0.0
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,13567.68,569842.56,0.14244957414202267,0.02492867547485397,0.1571225657941539,40586.915
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,11354.970833333333,476908.77499999997,0.0,0.0,0.13672727272727273,0.0
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,10337.7475,434185.395,0.26901826119692485,0.04707819570946186,0.18573802798100691,116803.8
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,6179.900000000001,259555.80000000002,0.40824238949774955,0.07144241816210618,0.2508145332070476,52980.84
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,3755.924166666666,157748.815,0.7442946560327569,0.1302515648057325,0.40127295716063777,117411.6
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,5169.171666666666,217105.21,0.0,0.0,0.23781818181818185,0.0
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,10996.1025,461836.30500000005,0.26740552586051025,0.046795967025589295,0.25062408422946625,123497.58
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,6617.833333333333,277949.0,0.5483038614997716,0.09595317576246004,0.2500043839059422,76200.255
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,16636.546666666665,698734.96,0.0,0.0,0.22181818181818183,0.0
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,13131.440833333334,551520.515,0.18693384415627767,0.0327134227273486,0.22298508915599696,103097.85
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,11201.729166666666,470472.625,0.2687045606532367,0.04702329811431643,0.17544563035753866,126418.14
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,8317.165833333334,349320.965,0.22285206958591788,0.03899911217753563,0.1360098999835815,77846.9
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,8161.056666666666,342764.38,0.0,0.0,0.1912727272727273,0.0
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,14247.415833333333,598391.465,0.0,0.0,0.12290909090909091,0.0
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,4796.579166666666,201456.32499999998,0.39577764560134815,0.06926108798023592,0.3620570746199298,79731.91
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,14726.1225,618497.145,0.0,0.0,0.11200000000000002,0.0
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,2856.9358333333334,119991.30500000001,0.0,0.0,0.0610909090909091,0.0
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,16553.111666666668,695230.69,0.0,0.0,0.08945454545454545,0.0
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,13076.426666666666,549209.9199999999,0.06785505622331076,0.011874634839079383,0.15410072550053522,18633.335
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,4204.766666666666,176600.19999999998,0.7247571067303435,0.12683249367781013,0.3696586983042643,127992.25
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,11672.9625,490264.42499999993,0.1119824470233589,0.019596928229087807,0.03947381257573401,54901.01
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,5443.5925,228630.885,0.47564912325821596,0.0832385965701878,0.25348449776670295,54374.04
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,5360.2699999999995,225131.34,0.44376846866366987,0.07765948201614223,0.2466102033857618,99906.19
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,1246.3700000000001,52347.54,1.5,0.6174143379039396,0.8483152104620909,92343.205
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,9323.2675,391577.23500000004,0.28258542660172775,0.049452449655302363,0.22179318105892723,110654.02
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,1550.5191666666667,65121.805,1.2134153836798596,0.21234769214397542,0.5091834682016959,79019.8
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,10261.4175,430979.535,0.23026733740385144,0.040296784045674,0.3131692364348576,99240.51
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,12377.353333333333,519848.83999999997,0.0,0.0,0.256,0.0
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,1158.1924999999999,48644.085,0.0,0.0,0.14472727272727273,0.0
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,6771.604166666667,284407.375,0.0,0.0,0.21890909090909091,0.0
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,13420.979166666666,563681.125,0.09302458016489376,0.016279301528856406,0.07570025541721595,52436.2
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,15966.639166666668,670598.8450000001,0.0,0.0,0.14545454545454548,0.0
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,4046.599166666667,169957.165,0.5903720505104919,0.10331510883933609,0.2931970568958575,33445.98666666667
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,15528.311666666666,652189.09,0.22891703079547068,0.04006048038920737,0.10905688971903978,74648.595
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,2763.2808333333337,116057.79500000001,0.0,0.0,0.10400000000000001,0.0
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,7823.6275,328592.355,0.4431187694552419,0.07754578465466734,0.25656300259660914,145605.44
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,9241.608333333334,388147.55,0.0,0.0,0.10472727272727274,0.0
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,933.2533333333334,39196.64,0.0,0.0,0.06836363636363636,0.0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0,15832.7475,664975.395,0.0,0.0,0.05309090909090909,0.0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,13687.974166666667,574894.915,0.14616038132812498,0.025578066732421873,0.19988517078180043,84026.86
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,1,12680.649166666668,532587.265,0.0,0.0,0.09890909090909092,0.0
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0,2829.1391666666664,118823.845,0.0,0.0,0.04945454545454546,0.0
282,15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,5678.660833333332,238503.75499999998,0.0,0.0,0.05454545454545454,0.0
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,3937.6491666666666,165381.265,0.8387825549647356,0.14678694711882875,0.5654890324432511,138718.92
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,2157.1433333333334,90600.02,1.3054600870949036,0.22845551524160812,0.49144740797368075,118274.71
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,16052.820833333333,674218.475,0.2583524279722534,0.04521167489514434,0.1281601399511284,87092.99
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,2881.4466666666667,121020.76000000001,0.9354499178488054,0.16370373562354096,0.45701882331443117,56604.43
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,13435.82,564304.44,0.18413337311327907,0.03222334029482384,0.24527065038606727,103907.28
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,8401.3575,352857.01499999996,0.3373130614960284,0.05902978576180497,0.39163012690462273,119023.28
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,15141.203333333333,635930.54,0.26150322958227484,0.04576306517689809,0.16927079751866098,166297.89
290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,6589.909166666667,276776.185,0.0,0.0,0.19054545454545457,0.0
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,11443.026666666667,480607.12,0.131556519595465,0.02302239092920638,0.15328276406649233,63227.0
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,16243.904999999999,682244.01,0.1385445216294387,0.024245291285151776,0.12374603478346806,47260.585
293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,4273.7908333333335,179499.215,0.0,0.0,0.1941818181818182,0.0
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,12533.460833333333,526405.355,0.2143258212105384,0.037507018711844226,0.14827712470398752,112822.26
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,9374.33,393721.86000000004,0.0,0.0,0.12290909090909091,0.0
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,6138.031666666667,257797.33000000002,0.5271712084838116,0.09225496148466704,0.2418278509905436,135903.33
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,8886.4075,373229.115,0.33536842376297465,0.05868947415852057,0.21712646028553947,125169.26
298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,12987.793333333333,545487.32,0.0,0.0,0.11854545454545456,0.0
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,13549.959166666667,569098.285,0.26202382598991664,0.045854169548235416,0.3389088532069002,149117.31
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,8644.818333333335,363082.37,0.0,0.0,0.1621818181818182,0.0
